Track,Track Version,Test Case,Matcher,Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
dh,2024all,idai-parthenos,logmap-bio-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,idai-parthenos,logmap-bio-melt-oaei-2021-web-latest.tar.gz,INSTANCES,1.0,0.17307692307692307,0.17307692307692307,0.29508196721311475,9,0,43,9,-,-
dh,2024all,idai-pactols,logmap-bio-melt-oaei-2021-web-latest.tar.gz,ALL,0.4,0.7058823529411765,0.7058823529411765,0.5106382978723405,12,18,5,30,2980348534,00:00:02
dh,2024all,idai-pactols,logmap-bio-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,idai-pactols,logmap-bio-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,idai-pactols,logmap-bio-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.4,0.7058823529411765,0.7058823529411765,0.5106382978723405,12,18,5,30,-,-
dh,2024all,pactols-parthenos,logmap-bio-melt-oaei-2021-web-latest.tar.gz,ALL,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.7692307692307692,10,4,2,14,1534809842,00:00:01
dh,2024all,pactols-parthenos,logmap-bio-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,pactols-parthenos,logmap-bio-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,pactols-parthenos,logmap-bio-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.7692307692307692,10,4,2,14,-,-
dh,2024all,ironagedanube-pactols,logmap-bio-melt-oaei-2021-web-latest.tar.gz,ALL,0.4,0.8,0.8,0.5333333333333333,4,6,1,10,1285571232,00:00:01
dh,2024all,ironagedanube-pactols,logmap-bio-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,ironagedanube-pactols,logmap-bio-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,ironagedanube-pactols,logmap-bio-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.4,0.8,0.8,0.5333333333333333,4,6,1,10,-,-
dh,2024all,dha-unesco,logmap-melt-oaei-2021-web-latest.tar.gz,ALL,0.25,0.9,0.9,0.391304347826087,9,27,1,36,1864390875,00:00:01
dh,2024all,dha-unesco,logmap-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,dha-unesco,logmap-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,dha-unesco,logmap-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.25,0.9,0.9,0.391304347826087,9,27,1,36,-,-
dh,2024all,defc-pactols,logmap-melt-oaei-2021-web-latest.tar.gz,ALL,0.3333333333333333,1.0,1.0,0.5,10,20,0,30,4014262741,00:00:04
dh,2024all,defc-pactols,logmap-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,defc-pactols,logmap-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,defc-pactols,logmap-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.3333333333333333,1.0,1.0,0.5,10,20,0,30,-,-
dh,2024all,oeai-parthenos,logmap-melt-oaei-2021-web-latest.tar.gz,ALL,0.5060240963855421,0.8936170212765957,0.8936170212765957,0.6461538461538462,42,41,5,83,802556552,00:00:00
dh,2024all,oeai-parthenos,logmap-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,oeai-parthenos,logmap-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,oeai-parthenos,logmap-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.5060240963855421,0.8936170212765957,0.8936170212765957,0.6461538461538462,42,41,5,83,-,-
dh,2024all,tadirah-unesco,logmap-melt-oaei-2021-web-latest.tar.gz,ALL,0.2222222222222222,0.8,0.8,0.3478260869565218,12,42,3,54,2774647938,00:00:02
dh,2024all,tadirah-unesco,logmap-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,tadirah-unesco,logmap-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,tadirah-unesco,logmap-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.2222222222222222,0.8,0.8,0.3478260869565218,12,42,3,54,-,-
dh,2024all,idai-parthenos,logmap-melt-oaei-2021-web-latest.tar.gz,ALL,0.7,0.2692307692307692,0.2692307692307692,0.3888888888888889,14,6,38,20,796039248,00:00:00
dh,2024all,idai-parthenos,logmap-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,idai-parthenos,logmap-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
