Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
ALL,0.02666666666666667,0.4,0.4,0.05,2,73,3,75,346577188,00:00:00
CLASSES,0.0,0.0,0.0,0.0,0,1,0,1,-,-
PROPERTIES,0.0,0.0,0.0,0.0,0,29,0,29,-,-
INSTANCES,0.044444444444444446,0.4,0.4,0.07999999999999999,2,43,3,45,-,-
