Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
ALL,0.12698412698412698,0.6666666666666666,0.6666666666666666,0.21333333333333335,8,55,4,63,325366263,00:00:00
CLASSES,0.0,0.0,0.0,0.0,0,1,0,1,-,-
PROPERTIES,0.0,0.0,0.0,0.0,0,18,0,18,-,-
INSTANCES,0.18181818181818182,0.6666666666666666,0.6666666666666666,0.28571428571428575,8,36,4,44,-,-
