Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
ALL,0.08333333333333333,0.6,0.6,0.14634146341463414,6,66,4,72,3450744537,00:00:03
CLASSES,0.0,0.0,0.0,0.0,0,1,0,1,-,-
PROPERTIES,0.0,0.0,0.0,0.0,0,25,0,25,-,-
INSTANCES,0.13043478260869565,0.6,0.6,0.21428571428571427,6,40,4,46,-,-
