Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
ALL,0.0,0.0,0.0,0.0,0,212,52,212,267330087,00:00:00
CLASSES,0.0,0.0,0.0,0.0,0,1,0,1,-,-
PROPERTIES,0.0,0.0,0.0,0.0,0,18,0,18,-,-
INSTANCES,0.0,0.0,0.0,0.0,0,193,52,193,-,-
