Track,Track Version,Test Case,Matcher,Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
dh,2024all,idai-pactols,logmap-kg-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,idai-pactols,logmap-kg-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.4,0.7058823529411765,0.7058823529411765,0.5106382978723405,12,18,5,30,-,-
dh,2024all,pactols-parthenos,logmap-kg-melt-oaei-2021-web-latest.tar.gz,ALL,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.7692307692307692,10,4,2,14,877351562,00:00:00
dh,2024all,pactols-parthenos,logmap-kg-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,pactols-parthenos,logmap-kg-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,pactols-parthenos,logmap-kg-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.7692307692307692,10,4,2,14,-,-
dh,2024all,ironagedanube-pactols,logmap-kg-melt-oaei-2021-web-latest.tar.gz,ALL,0.4,0.8,0.8,0.5333333333333333,4,6,1,10,713180943,00:00:00
dh,2024all,ironagedanube-pactols,logmap-kg-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,ironagedanube-pactols,logmap-kg-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
dh,2024all,ironagedanube-pactols,logmap-kg-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.4,0.8,0.8,0.5333333333333333,4,6,1,10,-,-
